product_id	 product_name	 brand_id	 category_id	 model_year	 list_price	
134	'Trek Remedy 27.5 C Frameset - 2018'	9	6	2018	1499.9	4
135	'Trek X-Caliber Frameset - 2018'	9	6	2018	1499.9	6
136	'Trek Procaliber 6 - 2018'	9	6	2018	1799.9	7
137	'Heller Shagamaw GX1 - 2018'	3	6	2018	259	8
138	'Trek Fuel EX 5 Plus - 2018'	9	6	2018	2249.9	2
139	'Trek Remedy 7 27.5 - 2018'	9	6	2018	2999.9	1
140	'Trek Remedy 9.8 27.5 - 2018'	9	6	2018	4999.9	2
141	'Trek Stache 5 - 2018'	9	6	2018	1599.9	3
142	'Trek Fuel EX 8 29 XT - 2018'	9	6	2018	3199.9	3
143	'Trek Domane ALR 3 - 2018'	9	7	2018	1099.9	4
144	'Trek Domane ALR 4 Disc - 2018'	9	7	2018	1549.9	6
145	'Trek Domane ALR 5 Disc - 2018'	9	7	2018	1799.9	7
146	'Trek Domane SLR 6 - 2018'	9	7	2018	4999.9	8
147	'Trek Domane ALR 5 Gravel - 2018'	9	7	2018	1799.9	4
148	'Trek Domane SL 8 Disc - 2018'	9	7	2018	5499.9	1
149	'Trek Domane SLR 8 Disc - 2018'	9	7	2018	7499.9	2
150	'Trek Emonda SL 7 - 2018'	9	7	2018	4499.9	1
151	'Trek Domane ALR 4 Disc Women''s - 2018'	9	7	2018	1549.9	2
152	'Trek Domane SL 5 Disc Women''s - 2018'	9	7	2018	2499.9	3
153	'Trek Domane SL 7 Women''s - 2018'	9	7	2018	4999.9	0
154	'Trek Domane SLR 6 Disc Women''s - 2018'	9	7	2018	5499.9	1
155	'Trek Domane SLR 9 Disc - 2018'	9	7	2018	11999.9	2
156	'Trek Domane SL Frameset - 2018'	9	7	2018	6499.9	3
157	'Trek Domane SL Frameset Women''s - 2018'	9	7	2018	6499.9	0
158	'Trek CrossRip 1 - 2018'	9	7	2018	959.9	4
159	'Trek Emonda ALR 6 - 2018'	9	7	2018	2299.9	6
160	'Trek Emonda SLR 6 - 2018'	9	7	2018	4499.9	7
161	'Surly ECR - 2018'	8	7	2018	189	8
162	'Trek Emonda SL 6 Disc - 2018'	9	7	2018	2999.9	2
163	'Surly Pack Rat - 2018'	8	7	2018	134	1
164	'Surly Straggler 650b - 2018'	8	7	2018	154	2
165	'Trek 1120 - 2018'	9	7	2018	2499.9	3
166	'Trek Domane AL 2 Women''s - 2018'	9	7	2018	749.9	3
167	'Surly ECR Frameset - 2018'	8	7	2018	749.9	4
168	'Surly Straggler - 2018'	8	7	2018	154	6
169	'Trek Emonda SLR 8 - 2018'	9	7	2018	6499.9	7
170	'Trek CrossRip 2 - 2018'	9	7	2018	1299.9	8
171	'Trek Domane SL 6 - 2018'	9	7	2018	3199.9	4
172	'Trek Domane ALR Disc Frameset - 2018'	9	7	2018	3199.9	1
173	'Trek Domane ALR Frameset - 2018'	9	7	2018	3199.9	2
174	'Trek Domane SLR Disc Frameset - 2018'	9	7	2018	3199.9	1
175	'Trek Domane SLR Frameset - 2018'	9	7	2018	3199.9	1
176	'Trek Madone 9 Frameset - 2018'	9	7	2018	3199.9	2
177	'Trek Domane SLR 6 Disc - 2018'	9	7	2018	5499.9	3
178	'Trek Domane AL 2 - 2018'	9	7	2018	749.9	0
179	'Trek Domane AL 3 - 2018'	9	7	2018	919.9	1
180	'Trek Domane AL 3 Women''s - 2018'	9	7	2018	919.9	2
181	'Trek Domane SL 5 - 2018'	9	7	2018	2199.9	3
182	'Trek Domane SL 5 Disc - 2018'	9	7	2018	2499.9	0
183	'Trek Domane SL 5 Women''s - 2018'	9	7	2018	2199.9	4
184	'Trek Domane SL 6 Disc - 2018'	9	7	2018	3499.9	6
185	'Trek Conduit+ - 2018'	9	5	2018	2799.9	7
186	'Trek CrossRip+ - 2018'	9	5	2018	4499.9	8
187	'Trek Neko+ - 2018'	9	5	2018	2799.9	2
188	'Trek XM700+ Lowstep - 2018'	9	5	2018	3499.9	1
189	'Trek Lift+ Lowstep - 2018'	9	5	2018	2799.9	2
190	'Trek Dual Sport+ - 2018'	9	5	2018	2799.9	3
191	'Electra Loft Go! 8i - 2018'	1	5	2018	2799.9	3
192	'Electra Townie Go! 8i - 2017/2018'	1	5	2018	2599.9	4
193	'Trek Lift+ - 2018'	9	5	2018	2799.9	6
194	'Trek XM700+ - 2018'	9	5	2018	3499.9	7
195	'Electra Townie Go! 8i Ladies'' - 2018'	1	5	2018	2599.9	8
196	'Trek Verve+ - 2018'	9	5	2018	2299.9	4
197	'Trek Verve+ Lowstep - 2018'	9	5	2018	2299.9	1
198	'Electra Townie Commute Go! - 2018'	1	5	2018	2999.9	2
199	'Electra Townie Commute Go! Ladies'' - 2018'	1	5	2018	2999.9	1
200	'Trek Powerfly 5 - 2018'	9	5	2018	3499.9	1
201	'Trek Powerfly 5 FS - 2018'	9	5	2018	4499.9	2
202	'Trek Powerfly 5 Women''s - 2018'	9	5	2018	3499.9	3
203	'Trek Powerfly 7 FS - 2018'	9	5	2018	4999.9	0
204	'Trek Super Commuter+ 7 - 2018'	9	5	2018	3599.9	1
205	'Trek Super Commuter+ 8S - 2018'	9	5	2018	4999.9	2
206	'Trek Boone 5 Disc - 2018'	9	4	2018	3299.9	3
207	'Trek Boone 7 Disc - 2018'	9	4	2018	3999.9	0
208	'Trek Crockett 5 Disc - 2018'	9	4	2018	1799.9	4
209	'Trek Crockett 7 Disc - 2018'	9	4	2018	2999.9	6
210	'Surly Straggler - 2018'	8	4	2018	154	7
211	'Surly Straggler 650b - 2018'	8	4	2018	154	8
212	'Electra Townie Original 21D - 2018'	1	3	2018	559.9	2
213	'Electra Cruiser 1 - 2016/2017/2018'	1	3	2018	269.9	1
214	'Electra Tiger Shark 3i - 2018'	1	3	2018	899.9	2
215	'Electra Queen of Hearts 3i - 2018'	1	3	2018	749.9	3
216	'Electra Super Moto 8i - 2018'	1	3	2018	899.9	3
217	'Electra Straight 8 3i - 2018'	1	3	2018	909.9	4
218	'Electra Cruiser 7D - 2016/2017/2018'	1	3	2018	319.9	6
219	'Electra Moto 3i - 2018'	1	3	2018	639.9	7
220	'Electra Cruiser 1 Ladies'' - 2018'	1	3	2018	269.9	8
221	'Electra Cruiser 7D Ladies'' - 2016/2018'	1	3	2018	319.9	4
222	'Electra Cruiser 1 Tall - 2016/2018'	1	3	2018	269.9	1
223	'Electra Cruiser Lux 3i - 2018'	1	3	2018	529.9	2
224	'Electra Cruiser Lux 7D - 2018'	1	3	2018	479.9	1
225	'Electra Delivery 3i - 2016/2017/2018'	1	3	2018	959.9	1
226	'Electra Townie Original 21D EQ - 2017/2018'	1	3	2018	679.9	2
227	'Electra Cruiser 7D (24-Inch) Ladies'' - 2016/2018'	1	3	2018	319.9	3
228	'Electra Cruiser 7D Tall - 2016/2018'	1	3	2018	319.9	0
229	'Electra Cruiser Lux 1 - 2016/2018'	1	3	2018	429.9	1
230	'Electra Cruiser Lux 1 Ladies'' - 2018'	1	3	2018	429.9	2
231	'Electra Cruiser Lux 3i Ladies'' - 2018'	1	3	2018	529.9	3
232	'Electra Cruiser Lux 7D Ladies'' - 2018'	1	3	2018	479.9	0
233	'Electra Cruiser Lux Fat Tire 7D - 2018'	1	3	2018	639.9	4
234	'Electra Daydreamer 3i Ladies'' - 2018'	1	3	2018	899.9	6
235	'Electra Koa 3i Ladies'' - 2018'	1	3	2018	899.9	7
236	'Electra Morningstar 3i Ladies'' - 2018'	1	3	2018	749.9	8
237	'Electra Relic 3i - 2018'	1	3	2018	849.9	2
238	'Electra Townie Balloon 8D EQ - 2016/2017/2018'	1	3	2018	749.9	1
239	'Electra Townie Balloon 8D EQ Ladies'' - 2016/2017/2018'	1	3	2018	749.9	2
240	'Electra Townie Commute 27D Ladies - 2018'	1	3	2018	899.9	3
241	'Electra Townie Commute 8D - 2018'	1	3	2018	749.9	3
242	'Electra Townie Commute 8D Ladies'' - 2018'	1	3	2018	699.9	4
243	'Electra Townie Original 21D EQ Ladies'' - 2018'	1	3	2018	679.9	6
244	'Electra Townie Original 21D Ladies'' - 2018'	1	3	2018	559.9	7
245	'Electra Townie Original 3i EQ - 2017/2018'	1	3	2018	659.9	8
246	'Electra Townie Original 3i EQ Ladies'' - 2018'	1	3	2018	639.9	4
247	'Electra Townie Original 7D EQ - 2018'	1	3	2018	599.9	1
248	'Electra Townie Original 7D EQ Ladies'' - 2017/2018'	1	3	2018	599.9	2
249	'Electra White Water 3i - 2018'	1	3	2018	749.9	1
250	'Electra Townie Go! 8i - 2017/2018'	1	3	2018	2599.9	2
251	'Electra Townie Commute Go! - 2018'	1	3	2018	2999.9	3
252	'Electra Townie Commute Go! Ladies'' - 2018'	1	3	2018	2999.9	0
253	'Electra Townie Go! 8i Ladies'' - 2018'	1	3	2018	2599.9	1
254	'Electra Townie Balloon 3i EQ - 2017/2018'	1	3	2018	749.9	2
255	'Electra Townie Balloon 7i EQ Ladies'' - 2017/2018'	1	3	2018	899.9	3
256	'Electra Townie Commute 27D - 2018'	1	3	2018	899.9	0
257	'Electra Amsterdam Fashion 3i Ladies'' - 2017/2018'	1	3	2018	899.9	4
258	'Electra Amsterdam Royal 8i - 2017/2018'	1	3	2018	1259	6
259	'Electra Amsterdam Royal 8i Ladies - 2018'	1	3	2018	1199.9	7
260	'Electra Townie Balloon 3i EQ Ladies'' - 2018'	1	3	2018	799.9	8
261	'Electra Townie Balloon 7i EQ - 2018'	1	3	2018	899.9	2
262	'Trek MT 201 - 2018'	9	1	2018	249.9	1
263	'Strider Classic 12 Balance Bike - 2018'	6	1	2018	89.9	2
264	'Strider Sport 16 - 2018'	6	1	2018	249.9	3
265	'Strider Strider 20 Sport - 2018'	6	1	2018	289.9	3
266	'Trek Superfly 20 - 2018'	9	1	2018	399.9	4
267	'Trek Precaliber 12 Girl''s - 2018'	9	1	2018	199.9	6
268	'Trek Kickster - 2018'	9	1	2018	159.9	7
269	'Trek Precaliber 12 Boy''s - 2018'	9	1	2018	199.9	8
270	'Trek Precaliber 16 Boy''s - 2018'	9	1	2018	209.9	4
271	'Trek Precaliber 16 Girl''s - 2018'	9	1	2018	209.9	1
272	'Trek Precaliber 20 6-speed Boy''s - 2018'	9	1	2018	289.9	2
273	'Trek Precaliber 20 6-speed Girl''s - 2018'	9	1	2018	289.9	1
274	'Trek Precaliber 20 Boy''s - 2018'	9	1	2018	229.9	1
275	'Trek Precaliber 20 Girl''s - 2018'	9	1	2018	229.9	2
276	'Trek Precaliber 24 (7-Speed) - Boys - 2018'	9	1	2018	319.9	3
277	'Trek Precaliber 24 21-speed Boy''s - 2018'	9	1	2018	369.9	0
278	'Trek Precaliber 24 21-speed Girl''s - 2018'	9	1	2018	369.9	1
279	'Trek Precaliber 24 7-speed Girl''s - 2018'	9	1	2018	319.9	2
280	'Trek Superfly 24 - 2017/2018'	9	1	2018	489.9	3
281	'Electra Cruiser 7D (24-Inch) Ladies'' - 2016/2018'	1	1	2018	319.9	0
282	'Electra Cyclosaurus 1 (16-inch) - Boy''s - 2018'	1	1	2018	279.9	4
283	'Electra Heartchya 1 (20-inch) - Girl''s - 2018'	1	1	2018	319.9	6
284	'Electra Savannah 1 (20-inch) - Girl''s - 2018'	1	1	2018	319.9	7
285	'Electra Soft Serve 1 (16-inch) - Girl''s - 2018'	1	1	2018	279.9	8
286	"'Electra Starship 1 16"" - 2018'"	1	1	2018	279.9	2
287	'Electra Straight 8 1 (16-inch) - Boy''s - 2018'	1	1	2018	279.9	1
288	'Electra Straight 8 1 (20-inch) - Boy''s - 2018'	1	1	2018	389.9	2
289	"'Electra Superbolt 1 20"" - 2018'"	1	1	2018	319.9	3
290	"'Electra Superbolt 3i 20"" - 2018'"	1	1	2018	369.9	3
291	'Electra Sweet Ride 1 (20-inch) - Girl''s - 2018'	1	1	2018	319.9	4
292	'Electra Sweet Ride 3i (20-inch) - Girls'' - 2018'	1	1	2018	369.9	6
293	'Electra Tiger Shark 1 (20-inch) - Boys'' - 2018'	1	1	2018	319.9	7
294	'Electra Tiger Shark 3i (20-inch) - Boys'' - 2018'	1	1	2018	369.9	8
295	"'Electra Treasure 1 20"" - 2018'"	1	1	2018	319.9	4
296	"'Electra Treasure 3i 20"" - 2018'"	1	1	2018	369.9	1
297	"'Electra Under-The-Sea 1 16"" - 2018'"	1	1	2018	279.9	2
298	'Electra Water Lily 1 (16-inch) - Girl''s - 2018'	1	1	2018	279.9	1
299	'Electra Townie Original 21D - 2018'	1	2	2018	559.9	1
300	'Electra Townie Balloon 3i EQ Ladies'' - 2018'	1	2	2018	799.9	2
301	'Electra Townie Balloon 7i EQ - 2018'	1	2	2018	899.9	3
302	'Electra Townie Original 1 - 2018'	1	2	2018	449.9	0
303	'Electra Townie Go! 8i - 2017/2018'	1	2	2018	2599.9	1
304	'Electra Townie Original 21D EQ - 2017/2018'	1	2	2018	679.9	2
305	'Electra Townie Balloon 3i EQ - 2017/2018'	1	2	2018	749.9	3
306	'Electra Townie Balloon 7i EQ Ladies'' - 2017/2018'	1	2	2018	899.9	0
307	'Electra Townie Balloon 8D EQ - 2016/2017/2018'	1	2	2018	749.9	4
308	'Electra Townie Balloon 8D EQ Ladies'' - 2016/2017/2018'	1	2	2018	749.9	6
309	'Electra Townie Commute 27D - 2018'	1	2	2018	899.9	7
310	'Electra Townie Commute 27D Ladies - 2018'	1	2	2018	899.9	8
311	'Electra Townie Commute 8D - 2018'	1	2	2018	749.9	2
312	'Electra Townie Commute 8D Ladies'' - 2018'	1	2	2018	699.9	1
313	'Electra Townie Original 1 Ladies'' - 2018'	1	2	2018	449.9	2
314	'Electra Townie Original 21D EQ Ladies'' - 2018'	1	2	2018	679.9	3
315	'Electra Townie Original 21D Ladies'' - 2018'	1	2	2018	559.9	3
316	'Trek Checkpoint ALR 4 Women''s - 2019'	9	7	2019	1699.9	4
317	'Trek Checkpoint ALR 5 - 2019'	9	7	2019	1999.9	6
318	'Trek Checkpoint ALR 5 Women''s - 2019'	9	7	2019	1999.9	7
319	'Trek Checkpoint SL 5 Women''s - 2019'	9	7	2019	2799.9	8
320	'Trek Checkpoint SL 6 - 2019'	9	7	2019	3799.9	4
321	'Trek Checkpoint ALR Frameset - 2019'	9	7	2019	3199.9	1
=======
2	'Ritchey Timberwolf Frameset - 2016'	5	6	2016	749.9	4
3	'Surly Wednesday Frameset - 2016'	8	6	2016	999.9	5
4	'Trek Fuel EX 8 29 - 2016'	9	6	2016	2899.9	6
5	'Heller Shagamaw Frame - 2016'	3	6	2016	1320.9	7
6	'Surly Ice Cream Truck Frameset - 2016'	8	6	2016	469.9	8
7	'Trek Slash 8 27.5 - 2016'	9	6	2016	3999.9	9
8	'Trek Remedy 29 Carbon Frameset - 2016'	9	6	2016	1799.9	0
9	'Trek Conduit+ - 2016'	9	5	2016	2999.9	0
10	'Surly Straggler - 2016'	8	4	2016	154	1
11	'Surly Straggler 650b - 2016'	8	4	2016	1680.9	2
12	'Electra Townie Original 21D - 2016'	1	3	2016	549.9	4
13	'Electra Cruiser 1 (24-Inch) - 2016'	1	3	2016	269.9	5
14	'Electra Girl''s Hawaii 1 (16-inch) - 2015/2016'	1	3	2016	269.9	6
15	'Electra Moto 1 - 2016'	1	3	2016	529.9	4
16	'Electra Townie Original 7D EQ - 2016'	1	3	2016	599.9	8
17	'Pure Cycles Vine 8-Speed - 2016'	4	3	2016	42	4
18	'Pure Cycles Western 3-Speed - Women''s - 2015/2016'	4	3	2016	44	4
19	'Pure Cycles William 3-Speed - 2016'	4	3	2016	44	3
20	'Electra Townie Original 7D EQ - Women''s - 2016'	1	3	2016	599.9	2
21	'Electra Cruiser 1 (24-Inch) - 2016'	1	1	2016	269.9	2
22	'Electra Girl''s Hawaii 1 (16-inch) - 2015/2016'	1	1	2016	269.9	1
23	'Electra Girl''s Hawaii 1 (20-inch) - 2015/2016'	1	1	2016	299.9	4
24	'Electra Townie Original 21D - 2016'	1	2	2016	549.9	5
25	'Electra Townie Original 7D - 2015/2016'	1	2	2016	499.9	6
26	'Electra Townie Original 7D EQ - 2016'	1	2	2016	599.9	7
27	'Surly Big Dummy Frameset - 2017'	8	6	2017	999.9	8
28	'Surly Karate Monkey 27.5+ Frameset - 2017'	8	6	2017	2499.9	9
29	'Trek X-Caliber 8 - 2017'	9	6	2017	999.9	0
30	'Surly Ice Cream Truck Frameset - 2017'	8	6	2017	999.9	0
31	'Surly Wednesday - 2017'	8	6	2017	1632.9	1
32	'Trek Farley Alloy Frameset - 2017'	9	6	2017	469.9	2
33	'Surly Wednesday Frameset - 2017'	8	6	2017	469.9	4
34	'Trek Session DH 27.5 Carbon Frameset - 2017'	9	6	2017	469.9	5
35	'Sun Bicycles Spider 3i - 2017'	7	6	2017	832.9	6
36	'Surly Troll Frameset - 2017'	8	6	2017	832.9	4
37	'Haro Flightline One ST - 2017'	2	6	2017	379.9	8
38	'Haro Flightline Two 26 Plus - 2017'	2	6	2017	549.9	4
39	'Trek Stache 5 - 2017'	9	6	2017	1499.9	4
40	'Trek Fuel EX 9.8 29 - 2017'	9	6	2017	4999.9	3
41	'Haro Shift R3 - 2017'	2	6	2017	1469.9	2
42	'Trek Fuel EX 5 27.5 Plus - 2017'	9	6	2017	2299.9	2
43	'Trek Fuel EX 9.8 27.5 Plus - 2017'	9	6	2017	5299.9	1
44	'Haro SR 1.1 - 2017'	2	6	2017	539.9	4
45	'Haro SR 1.2 - 2017'	2	6	2017	869.9	5
46	'Haro SR 1.3 - 2017'	2	6	2017	1409.9	6
47	'Trek Remedy 9.8 - 2017'	9	6	2017	5299.9	7
48	'Trek Emonda S 4 - 2017'	9	7	2017	1499.9	8
49	'Trek Domane SL 6 - 2017'	9	7	2017	3499.9	9
50	'Trek Silque SLR 7 Women''s - 2017'	9	7	2017	5999.9	0
51	'Trek Silque SLR 8 Women''s - 2017'	9	7	2017	6499.9	0
52	'Surly Steamroller - 2017'	8	7	2017	875.9	1
